,postal_code,name,lat,lon
0,01400,L'Abergement-Clémenciat,46.1517,4.9306
1,01640,L'Abergement-de-Varey,46.0071,5.4247
2,01500,Ambérieu-en-Bugey,45.9575,5.3706
3,01330,Ambérieux-en-Dombes,45.9992,4.9119
4,01300,Ambléon,45.7483,5.5928
5,01500,Ambronay,46.0099,5.3627
6,01500,Ambutrix,45.9347,5.3359
7,01300,Andert-et-Condon,45.7841,5.6607
8,01350,Anglefort,45.9086,5.7948
9,01100,Apremont,46.2045,5.6619
10,01110,Aranc,45.9972,5.514
11,01230,Arandas,45.8885,5.4982
12,01100,Arbent,46.2838,5.6879
13,01300,Arboys en Bugey,45.7189,5.6404
14,01190,Arbigny,46.4808,4.9613
15,01230,Argis,45.9322,5.4819
16,01510,Armix,45.8523,5.5837
17,01480,Ars-sur-Formans,45.9904,4.8195
18,01510,Artemare,45.8701,5.692
19,01570,Asnières-sur-Saône,46.3859,4.882
20,01340,Attignat,46.2858,5.1823
21,01380,Bâgé-Dommartin,46.3277,4.9704
22,01380,Bâgé-le-Châtel,46.3081,4.9305
23,01360,Balan,45.8268,5.1076
24,01990,Baneins,46.1117,4.9045
25,01270,Beaupont,46.4274,5.2634
26,01480,Beauregard,46.0012,4.7567
27,01100,Bellignat,46.2402,5.6371
28,01360,Béligneux,45.8622,5.1415
29,01200,Valserhône,46.1234,5.7944
30,01300,Belley,45.743,5.6927
31,01130,Belleydoux,46.2519,5.7816
32,01260,Valromey-sur-Séran,45.9236,5.6626
33,01470,Bénonces,45.842,5.4834
34,01370,Bény,46.3189,5.2789
35,01350,Béon,45.8578,5.7495
36,01340,Béréziat,46.3699,5.0431
37,01500,Bettant,45.9366,5.3648
38,01290,Bey,46.2182,4.844
39,01700,Beynost,45.8359,4.9964
40,01200,Billiat,46.0778,5.7632
41,01330,Birieux,45.9509,5.0401
42,01290,Biziat,46.224,4.9393
43,01150,Blyes,45.8442,5.2515
44,01120,La Boisse,45.8483,5.0262
45,01190,Boissey,46.3723,4.9975
46,01380,Boissey,46.3723,4.9975
47,01450,Bolozon,46.1971,5.4701
48,01330,Bouligneux,46.0202,4.9957
49,01000,Bourg-en-Bresse,46.2027,5.2469
50,01800,Bourg-Saint-Christophe,45.8842,5.1393
51,01640,Boyeux-Saint-Jérôme,46.0356,5.4616
52,01190,Boz,46.4089,4.9166
53,01300,Brégnier-Cordon,45.6406,5.6174
54,01110,Brénod,46.0791,5.6116
55,01300,Brens,45.7163,5.69
56,01360,Bressolles,45.8714,5.0984
57,01460,Brion,46.1689,5.5477
58,01470,Briord,45.768,5.4832
59,01310,Buellas,46.2116,5.1468
60,01510,La Burbanche,45.8629,5.548
61,01430,Ceignes,46.1258,5.4957
62,01450,Cerdon,46.075,5.4755
63,01240,Certines,46.1336,5.2638
64,01170,Cessy,46.3156,6.082
65,01250,Ceyzériat,46.1822,5.3191
66,01350,Ceyzérieu,45.8368,5.7197
67,01320,Chalamont,46.0149,5.1735
68,01480,Chaleins,46.0361,4.7999
69,01230,Chaley,45.9511,5.5408
70,01450,Challes-la-Montagne,46.1237,5.456
71,01630,Challex,46.1765,5.9735
72,01260,Champagne-en-Valromey,45.9317,5.6921
73,01110,Champdor-Corcelles,46.0371,5.5882
74,01410,Champfromier,46.2264,5.8216
75,01420,Chanay,46.0024,5.7674
76,01990,Chaneins,46.0947,4.8517
77,01400,Chanoz-Châtenay,46.1868,5.0302
78,01240,La Chapelle-du-Châtelard,46.0683,5.0174
79,01130,Charix,46.1893,5.6773
80,01800,Charnoz-sur-Ain,45.8756,5.2251
81,01500,Château-Gaillard,45.9723,5.3091
82,01320,Châtenay,46.0276,5.2085
83,01320,Châtillon-la-Palud,45.9757,5.246
84,01400,Châtillon-sur-Chalaronne,46.1264,4.9549
85,01190,Chavannes-sur-Reyssouze,46.4403,5.0069
86,01250,Nivigne et Suran,46.2824,5.4323
87,01660,Chaveyriat,46.1991,5.0534
88,01300,Chazey-Bons,45.8007,5.6678
89,01510,Chazey-Bons,45.8007,5.6678
90,01150,Chazey-sur-Ain,45.8937,5.2604
91,01510,Cheignieu-la-Balme,45.8233,5.6022
92,01430,Chevillard,46.1087,5.5815
93,01190,Chevroux,46.3822,4.9598
94,01170,Chevry,46.2842,6.0474
95,01200,Chézery-Forens,46.2244,5.8693
96,01410,Chézery-Forens,46.2244,5.8693
97,01390,Civrieux,45.9208,4.8895
98,01250,Cize,46.2015,5.45
99,01230,Cleyzieu,45.9027,5.4317
100,01270,Coligny,46.3889,5.3352
101,01550,Collonges,46.1397,5.9007
102,01300,Colomieu,45.7338,5.6269
103,01230,Conand,45.8836,5.4787
104,01430,Condamine,46.1056,5.5596
105,01400,Condeissiat,46.1541,5.0863
106,01200,Confort,46.1536,5.8358
107,01310,Confrançon,46.2732,5.06
108,01300,Contrevoz,45.7971,5.6164
109,01300,Conzieu,45.7246,5.602
110,01420,Corbonod,45.9668,5.7902
111,01110,Corlier,46.0369,5.5003
112,01290,Cormoranche-sur-Saône,46.2459,4.8305
113,01560,Cormoz,46.4375,5.2209
114,01250,Corveissiat,46.2514,5.4771
115,01370,Courmangoux,46.3243,5.3585
116,01560,Courtes,46.4564,5.1128
117,01320,Crans,45.9667,5.1917
118,01340,Bresse Vallons,46.3271,5.1822
119,01350,Cressin-Rochefort,45.7833,5.765
120,01290,Crottet,46.2848,4.876
121,01750,Crottet,46.2848,4.876
122,01170,Crozet,46.2906,5.9929
123,01290,Cruzilles-lès-Mépillat,46.2233,4.876
124,01350,Culoz,45.8553,5.7862
125,01560,Curciat-Dongalon,46.4883,5.1666
126,01310,Curtafond,46.2742,5.1051
127,01300,Cuzieu,45.8216,5.6802
128,01120,Dagneux,45.854,5.0748
129,01220,Divonne-les-Bains,46.3754,6.1114
130,01240,Dompierre-sur-Veyle,46.0672,5.2167
131,01400,Dompierre-sur-Chalaronne,46.142,4.9004
132,01270,Domsure,46.4211,5.2945
133,01590,Dortan,46.3184,5.6443
134,01500,Douvres,45.9847,5.3724
135,01250,Drom,46.2202,5.3674
136,01160,Druillat,46.0691,5.2947
137,01130,Échallon,46.2293,5.7346
138,01170,Échenevex,46.3197,6.018
139,01230,Évosges,45.963,5.5008
140,01800,Faramans,45.9086,5.126
141,01480,Fareins,46.0235,4.7682
142,01550,Farges,46.1657,5.9054
143,01570,Feillens,46.3393,4.8866
144,01210,Ferney-Voltaire,46.252,6.1061
145,01350,Flaxieu,45.8125,5.7466
146,01340,Foissiat,46.3792,5.1851
147,01090,Francheleins,46.0707,4.8111
148,01480,Frans,45.9905,4.7819
149,01140,Garnerans,46.2124,4.8289
150,01090,Genouilleux,46.1211,4.7926
151,01460,Béard-Géovreissiat,46.1884,5.5497
152,01100,Géovreisset,46.2518,5.6163
153,01170,Gex,46.3515,6.0488
154,01130,Giron,46.2209,5.7891
155,01190,Gorrevod,46.4157,4.9507
156,01250,Grand-Corent,46.2089,5.4388
157,01290,Grièges,46.2669,4.8475
158,01220,Grilly,46.3318,6.1139
159,01100,Groissiat,46.227,5.6179
160,01090,Guéreins,46.106,4.7839
161,01250,Hautecourt-Romanèche,46.1592,5.4311
162,01110,Plateau d'Hauteville,45.9305,5.5775
163,01260,Haut Valromey,46.0436,5.6846
164,01140,Illiat,46.1838,4.8884
165,01200,Injoux-Génissiat,46.0505,5.7678
166,01680,Innimond,45.7875,5.5723
167,01430,Izenave,46.038,5.5234
168,01580,Izernore,46.216,5.5609
169,01300,Izieu,45.6555,5.6387
170,01480,Jassans-Riottier,45.9771,4.7626
171,01250,Jasseron,46.2176,5.317
172,01340,Jayat,46.3698,5.1117
173,01250,Journans,46.1455,5.3333
174,01800,Joyeux,45.946,5.0998
175,01640,Jujurieux,46.0503,5.4122
176,01450,Labalme,46.0915,5.4945
177,01150,Lagnieu,45.8863,5.3396
178,01290,Laiz,46.2462,4.9006
179,01130,Le Poizat-Lalleyriat,46.1392,5.6955
180,01430,Lantenay,46.0531,5.5379
181,01330,Lapeyrouse,45.9849,4.9821
182,01350,Lavours,45.8108,5.7707
183,01200,Léaz,46.1114,5.8768
184,01410,Lélex,46.2856,5.9274
185,01240,Lent,46.1165,5.1974
186,01560,Lescheroux,46.4089,5.1573
187,01150,Leyment,45.9287,5.2927
188,01450,Leyssard,46.1605,5.4767
189,01420,Surjoux-Lhopital,46.0302,5.7666
190,01680,Lhuis,45.7469,5.5398
191,01680,Lompnas,45.8118,5.5263
192,01360,Loyettes,45.7953,5.2163
193,01090,Lurcy,46.0628,4.7802
194,01300,Magnieu,45.7763,5.7197
195,01430,Maillat,46.1204,5.535
196,01340,Malafretaz,46.3299,5.1462
197,01560,Mantenay-Montlin,46.4318,5.1064
198,01570,Manziat,46.3651,4.9026
199,01851,Marboz,46.3452,5.2461
200,01680,Marchamp,45.7762,5.5509
201,01300,Marignieu,45.8023,5.718
202,01240,Marlieux,46.0542,5.0756
203,01340,Marsonnas,46.3401,5.0608
204,01100,Martignat,46.203,5.6099
205,01600,Massieux,45.9101,4.8279
206,01300,Massignieu-de-Rives,45.7564,5.7566
207,01580,Matafelon-Granges,46.2505,5.5272
208,01370,Meillonnas,46.2451,5.3347
209,01450,Mérignat,46.065,5.4425
210,01480,Messimy-sur-Saône,46.048,4.7609
211,01800,Meximieux,45.9047,5.2116
212,01250,Bohas-Meyriat-Rignat,46.1422,5.375
213,01660,Mézériat,46.2424,5.0481
214,01170,Mijoux,46.3593,6.0106
215,01410,Mijoux,46.3593,6.0106
216,01390,Mionnay,45.8959,4.9274
217,01700,Miribel,45.8444,4.941
218,01600,Misérieux,45.9745,4.8138
219,01140,Mogneneins,46.1454,4.8203
220,01250,Montagnat,46.172,5.2776
221,01470,Montagnieu,45.802,5.4598
222,01200,Montanges,46.171,5.7903
223,01090,Montceaux,46.0978,4.8041
224,01310,Montcet,46.2199,5.1123
225,01800,Le Montellier,45.9284,5.0699
226,01390,Monthieux,45.9631,4.948
227,01120,Montluel,45.8868,5.0185
228,01090,Montmerle-sur-Saône,46.0843,4.759
229,01310,Montracol,46.182,5.1234
230,01460,Montréal-la-Cluse,46.181,5.5976
231,01340,Montrevel-en-Bresse,46.3262,5.1122
232,01460,Nurieux-Volognat,46.1855,5.5155
233,01300,Murs-et-Gélignieux,45.6404,5.6585
234,01130,Nantua,46.1486,5.6079
235,01460,Nantua,46.1486,5.6079
236,01400,Neuville-les-Dames,46.1599,5.0103
237,01160,Neuville-sur-Ain,46.0909,5.3702
238,01130,Les Neyrolles,46.1367,5.6354
239,01700,Neyron,45.8204,4.9356
240,01120,Niévroz,45.8241,5.0615
241,01230,Nivollet-Montgriffon,46.0002,5.4567
242,01230,Oncieu,45.9685,5.4716
243,01510,Ordonnaz,45.8357,5.5439
244,01210,Ornex,46.2779,6.0953
245,01430,Outriaz,46.0631,5.5543
246,01100,Oyonnax,46.2599,5.6517
247,01190,Ozan,46.3863,4.9191
248,01600,Parcieux,45.9197,4.8299
249,01300,Parves et Nattages,45.7318,5.7495
250,01630,Péron,46.1933,5.9141
251,01960,Péronnas,46.1693,5.2195
252,01800,Pérouges,45.8789,5.1791
253,01540,Perrex,46.2462,4.9718
254,01430,Peyriat,46.1486,5.506
255,01300,Peyrieu,45.674,5.6829
256,01140,Peyzieux-sur-Saône,46.1227,4.8192
257,01270,Pirajoux,46.386,5.2703
258,01120,Pizay,45.8906,5.0901
259,01130,Plagne,46.1889,5.7179
260,01330,Le Plantay,46.0236,5.0891
261,01310,Polliat,46.2504,5.1355
262,01350,Pollieu,45.7953,5.7463
263,01450,Poncin,46.0915,5.4129
264,01160,Pont-d'Ain,46.0556,5.3491
265,01190,Pont-de-Vaux,46.4415,4.9265
266,01290,Pont-de-Veyle,46.2647,4.8818
267,01460,Port,46.1535,5.581
268,01550,Pougny,46.1457,5.9492
269,01250,Pouillat,46.3263,5.4243
270,01300,Prémeyzel,45.6827,5.6423
271,01110,Prémillieu,45.8785,5.5657
272,01280,Prévessin-Moëns,46.2594,6.0722
273,01160,Priay,46.019,5.2829
274,01250,Ramasse,46.1893,5.3569
275,01390,Rancé,45.9674,4.8665
276,01990,Relevant,46.0808,4.9399
277,01750,Replonges,46.307,4.8784
278,01250,Revonnas,46.1637,5.3351
279,01600,Reyrieux,45.9368,4.8314
280,01190,Reyssouze,46.4284,4.9145
281,01800,Rignieux-le-Franc,45.9513,5.1675
282,01400,Romans,46.1216,5.0217
283,01510,Rossillon,45.8359,5.5987
284,01260,Ruffieu,46.0045,5.654
285,01450,Saint-Alban,46.0968,5.4568
286,01380,Saint-André-de-Bâgé,46.2975,4.9132
287,01390,Saint-André-de-Corcy,45.9287,4.9529
288,01290,Saint-André-d'Huiriat,46.2163,4.9144
289,01240,Saint-André-le-Bouchoux,46.1137,5.0775
290,01960,Saint-André-sur-Vieux-Jonc,46.15,5.143
291,01190,Saint-Bénigne,46.4517,4.952
292,01300,Groslée-Saint-Benoit,45.7011,5.5823
293,01600,Saint-Bernard,45.95,4.7419
294,01120,Sainte-Croix,45.8978,5.0477
295,01380,Saint-Cyr-sur-Menthon,46.2751,4.9669
296,01000,Saint-Denis-lès-Bourg,46.2097,5.1825
297,01500,Saint-Denis-en-Bugey,45.9497,5.326
298,01340,Saint-Didier-d'Aussiat,46.3075,5.0536
299,01600,Saint-Didier-de-Formans,45.9587,4.7767
300,01140,Saint-Didier-sur-Chalaronne,46.1877,4.823
301,01800,Saint-Éloi,45.9343,5.1507
302,01370,Saint-Étienne-du-Bois,46.2755,5.2793
303,01140,Saint-Étienne-sur-Chalaronne,46.1451,4.8694
304,01190,Saint-Étienne-sur-Reyssouze,46.3998,5.0031
305,01600,Sainte-Euphémie,45.9651,4.7927
306,01630,Saint-Genis-Pouilly,46.2556,6.0368
307,01380,Saint-Genis-sur-Menthon,46.281,5.0162
308,01400,Saint-Georges-sur-Renon,46.1033,5.0286
309,01130,Saint-Germain-de-Joux,46.1812,5.7435
310,01300,Saint-Germain-les-Paroisses,45.773,5.6191
311,01240,Saint-Germain-sur-Renon,46.0764,5.0626
312,01630,Saint-Jean-de-Gonville,46.2184,5.9395
313,01800,Saint-Jean-de-Niost,45.8384,5.2066
314,01390,Saint-Jean-de-Thurigneux,45.9597,4.8959
315,01640,Saint-Jean-le-Vieux,46.028,5.3799
316,01560,Saint-Jean-sur-Reyssouze,46.3912,5.0582
317,01290,Saint-Jean-sur-Veyle,46.2687,4.9203
318,01150,Sainte-Julie,45.8802,5.2837
319,01560,Saint-Julien-sur-Reyssouze,46.3977,5.1062
320,01540,Saint-Julien-sur-Veyle,46.2072,4.9559
321,01250,Saint-Just,46.1948,5.285
322,01750,Saint-Laurent-sur-Saône,46.3053,4.8395
323,01390,Saint-Marcel,45.9485,4.9862
324,01510,Saint-Martin-de-Bavel,45.8467,5.6779
325,01430,Saint-Martin-du-Frêne,46.1345,5.5711
326,01160,Saint-Martin-du-Mont,46.1063,5.33
327,01310,Saint-Martin-le-Châtel,46.2903,5.1206
328,01700,Saint-Maurice-de-Beynost,45.8325,4.9763
329,01800,Saint-Maurice-de-Gourdans,45.819,5.172
330,01500,Saint-Maurice-de-Rémens,45.9542,5.2706
331,01560,Saint-Nizier-le-Bouchoux,46.4549,5.1716
332,01320,Saint-Nizier-le-Désert,46.0518,5.1471
333,01330,Sainte-Olive,46.0147,4.9349
334,01240,Saint-Paul-de-Varax,46.0949,5.1309
335,01230,Saint-Rambert-en-Bugey,45.953,5.4418
336,01310,Saint-Rémy,46.1857,5.1646
337,01150,Saint-Sorlin-en-Bugey,45.8863,5.369
338,01340,Saint-Sulpice,46.3215,5.0406
339,01560,Saint-Trivier-de-Courtes,46.458,5.0672
340,01990,Saint-Trivier-sur-Moignans,46.0632,4.8984
341,01150,Saint-Vulbas,45.8234,5.267
342,01270,Salavre,46.363,5.3457
343,01580,Samognat,46.2732,5.5826
344,01400,Sandrans,46.0709,4.9824
345,01150,Sault-Brénaz,45.8612,5.4007
346,01220,Sauverny,46.3133,6.1102
347,01480,Savigneux,45.9946,4.8559
348,01170,Ségny,46.2944,6.0732
349,01470,Seillonnaz,45.8006,5.504
350,01630,Sergy,46.2615,5.9872
351,01190,Sermoyer,46.4987,4.9733
352,01470,Serrières-de-Briord,45.8129,5.4424
353,01450,Serrières-sur-Ain,46.149,5.4472
354,01960,Servas,46.1366,5.1845
355,01560,Servignat,46.4354,5.0587
356,01420,Seyssel,45.9477,5.8257
357,01250,Simandre-sur-Suran,46.235,5.4214
358,01580,Sonthonnax-la-Montagne,46.2235,5.5015
359,01150,Souclin,45.8811,5.4368
360,01400,Sulignat,46.1727,4.9601
361,01510,Talissieu,45.8627,5.7199
362,01230,Tenay,45.9222,5.5147
363,01120,Thil,45.8184,5.0189
364,01710,Thoiry,46.2448,5.9685
365,01140,Thoissey,46.1697,4.7963
366,01230,Torcieu,45.9189,5.4056
367,01250,Tossiat,46.1355,5.3076
368,01600,Toussieux,45.961,4.8289
369,01390,Tramoyes,45.8742,4.9624
370,01160,La Tranclière,46.0915,5.2656
371,01370,Val-Revermont,46.2816,5.3537
372,01600,Trévoux,45.9398,4.771
373,01140,Valeins,46.1145,4.8646
374,01660,Vandeins,46.2155,5.0786
375,01160,Varambon,46.0443,5.2909
376,01150,Vaux-en-Bugey,45.9184,5.3612
377,01270,Verjon,46.3466,5.3472
378,01560,Vernoux,46.4861,5.1036
379,01330,Versailleux,45.9883,5.115
380,01210,Versonnex,46.2992,6.1008
381,01170,Vesancy,46.3634,6.0856
382,01560,Vescours,46.4743,5.0286
383,01570,Vésines,46.3593,4.8638
384,01430,Vieu-d'Izenave,46.0823,5.5555
385,01330,Villars-les-Dombes,46.0,5.0443
386,01150,Villebois,45.8499,5.4483
387,01270,Villemotier,46.3418,5.3087
388,01480,Villeneuve,46.0346,4.8598
389,01250,Villereversure,46.1939,5.3936
390,01200,Villes,46.0952,5.7598
391,01320,Villette-sur-Ain,46.0125,5.254
392,01800,Villieu-Loyes-Mollon,45.929,5.2265
393,01440,Viriat,46.2522,5.2257
394,01510,Virieu-le-Grand,45.8465,5.639
395,01260,Arvière-en-Valromey,45.9153,5.7346
396,01300,Virignin,45.7282,5.7149
397,01350,Vongnes,45.8122,5.7255
398,01540,Vonnas,46.2132,4.9945
399,02300,Abbécourt,49.5997,3.1824
400,02800,Achery,49.6935,3.3974
401,02200,Acy,49.3476,3.4188
402,02340,Agnicourt-et-Séchelles,49.7172,3.9637
403,02190,Aguilcourt,49.3953,3.9663
404,02110,Aisonville-et-Bernoville,49.9313,3.5121
405,02820,Aizelles,49.4865,3.8211
406,02370,Aizy-Jouy,49.4372,3.5128
407,02240,Alaincourt,49.7681,3.3692
408,02320,Allemant,49.4639,3.4591
409,02290,Ambleny,49.3741,3.1681
410,02200,Ambrief,49.3226,3.4058
411,02190,Amifontaine,49.4977,3.9218
412,02700,Amigny-Rouy,49.6111,3.3059
413,02600,Ancienville,49.2196,3.2065
414,02800,Andelain,49.6428,3.3686
415,02800,Anguilcourt-le-Sart,49.6971,3.424
416,02320,Anizy-le-Grand,49.5159,3.4426
417,02480,Annois,49.7122,3.1761
418,02500,Any-Martin-Rieux,49.8851,4.219
419,02360,Archon,49.7444,4.1176
420,02130,Arcy-Sainte-Restitue,49.2557,3.4776
421,02210,Armentières-sur-Ourcq,49.1731,3.3916
422,02860,Arrancy,49.4985,3.7647
423,02480,Artemps,49.7623,3.196
424,02270,Assis-sur-Serre,49.6788,3.5547
425,02840,Athies-sous-Laon,49.5754,3.6905
426,02490,Attilly,49.8557,3.1533
427,02420,Aubencheul-aux-Bois,50.0248,3.2614
428,02500,Aubenton,49.8254,4.1928
429,02590,Aubigny-aux-Kaisnes,49.7724,3.1167
430,02820,Aubigny-en-Laonnois,49.495,3.7921
431,02300,Audignicourt,49.4779,3.1268
432,02120,Audigny,49.8651,3.6314
433,02220,Augy,49.3405,3.5117
434,02000,Aulnois-sous-Laon,49.6213,3.6111
435,02360,Les Autels,49.7603,4.224
436,02250,Autremencourt,49.7042,3.7931
437,02580,Autreppes,49.8963,3.8571
438,02300,Autreville,49.5878,3.2378
439,02400,Azy-sur-Marne,49.0061,3.3575
440,02290,Bagneux,49.4595,3.2776
441,02140,Bancigny,49.7997,4.0383
442,02000,Barenton-Bugny,49.6217,3.6612
443,02000,Barenton-Cel,49.6466,3.6448
444,02270,Barenton-sur-Serre,49.6682,3.6929
445,02700,Barisis-aux-Bois,49.5814,3.332
446,02170,Barzy-en-Thiérache,50.0378,3.7522
447,02850,Barzy-sur-Marne,49.09,3.5586
448,02380,Bassoles-Aulers,49.5328,3.3828
449,02330,Vallées en Champagne,49.0009,3.6203
450,02220,Bazoches-et-Saint-Thibaut,49.2991,3.6184
451,02500,Beaumé,49.8187,4.1529
452,02300,Beaumont-en-Beine,49.6876,3.1317
453,02110,Beaurevoir,49.9965,3.332
454,02160,Beaurieux,49.4029,3.7594
455,02800,Beautor,49.6472,3.3361
456,02590,Beauvois-en-Vermandois,49.8331,3.1023
457,02110,Becquigny,50.0143,3.458
458,02400,Belleau,49.0803,3.3036
459,02420,Bellenglise,49.9241,3.2431
460,02200,Belleu,49.3597,3.3439
461,02420,Bellicourt,49.9581,3.2284
462,02440,Benay,49.7556,3.3076
463,02450,Bergues-sur-Sambre,50.03,3.7114
464,02250,Berlancourt,49.7799,3.757
465,02340,Berlise,49.6628,4.1104
466,02120,Bernot,49.8827,3.4827
467,02290,Berny-Rivière,49.4118,3.152
468,02820,Berrieux,49.4828,3.8531
469,02190,Berry-au-Bac,49.4076,3.8947
470,02800,Bertaucourt-Epourdon,49.6283,3.3988
471,02240,Berthenicourt,49.7787,3.373
472,02190,Bertricourt,49.3975,4.0116
473,02200,Berzy-le-Sec,49.3165,3.2972
474,02300,Besmé,49.5348,3.1657
475,02500,Besmont,49.8209,4.116
476,02870,Besny-et-Loizy,49.5914,3.5778
477,02300,Béthancourt-en-Vaux,49.6274,3.1376
478,02210,Beugneux,49.2243,3.4187
479,02130,Beuvardes,49.1278,3.4884
480,02310,Bézu-le-Guéry,49.0101,3.2283
481,02400,Bézu-Saint-Germain,49.1045,3.4082
482,02300,Bichancourt,49.5787,3.2135
483,02290,Bieuxy,49.4469,3.2687
484,02860,Bièvres,49.4923,3.7141
485,02200,Billy-sur-Aisne,49.3555,3.3753
486,02210,Billy-sur-Ourcq,49.2233,3.3007
487,02160,Blanzy-lès-Fismes,49.3378,3.6702
488,02300,Blérancourt,49.51,3.149
489,02400,Blesmes,49.0258,3.4628
490,02110,Bohain-en-Vermandois,49.9887,3.464
491,02270,Bois-lès-Pargny,49.7383,3.6567
492,02350,Boncourt,49.6287,3.9553
493,02400,Bonneil,49.0077,3.3476
494,02400,Bonnesvalyn,49.1235,3.3273
495,02420,Bony,49.9896,3.218
496,02250,Bosmont-sur-Serre,49.7381,3.8664
497,02860,Bouconville-Vauclair,49.4606,3.7609
498,02450,Boué,50.0101,3.7126
499,02160,Bouffignereux,49.3776,3.847
500,02400,Bouresches,49.0665,3.3191
501,02160,Bourg-et-Comin,49.4038,3.6565
502,02300,Bourguignon-sous-Coucy,49.5417,3.1579
503,02000,Bourguignon-sous-Montbavin,49.528,3.5389
504,02140,La Bouteille,49.8738,3.9602
505,02220,Braine,49.3488,3.5357
506,02320,Brancourt-en-Laonnois,49.517,3.4128
507,02110,Brancourt-le-Grand,49.9798,3.3956
508,02400,Brasles,49.0579,3.4195
509,02000,Braye-en-Laonnois,49.437,3.6096
510,02140,Braye-en-Thiérache,49.7665,3.9623
511,02480,Bray-Saint-Christophe,49.7738,3.142
512,02880,Braye,49.4222,3.3769
513,02210,Brécy,49.1402,3.4263
514,02220,Brenelle,49.3694,3.5459
515,02210,Breny,49.1826,3.3513
516,02870,Brie,49.5992,3.4722
517,02240,Brissay-Choigny,49.7224,3.4042
518,02240,Brissy-Hamégicourt,49.7458,3.4011
519,02810,Brumetz,49.1124,3.1528
520,02360,Brunehamel,49.7686,4.188
521,02130,Bruyères-sur-Fère,49.1994,3.445
522,02860,Bruyères-et-Montbérault,49.5184,3.6698
523,02220,Bruys,49.2595,3.5669
524,02500,Bucilly,49.8636,4.0938
525,02880,Bucy-le-Long,49.39,3.3923
526,02870,Bucy-lès-Cerny,49.5799,3.493
527,02350,Bucy-lès-Pierrepont,49.6494,3.904
528,02500,Buire,49.908,4.0561
529,02620,Buironfosse,49.958,3.8371
530,02140,Burelles,49.7702,3.9148
531,02810,Bussiares,49.0749,3.2501
532,02200,Buzancy,49.3086,3.3487
533,02300,Caillouël-Crépigny,49.6174,3.1226
534,02300,Camelin,49.5244,3.1243
535,02260,La Capelle,49.9705,3.9146
536,02680,Castres,49.803,3.2576
537,02420,Le Catelet,50.0008,3.2425
538,02490,Caulaincourt,49.8646,3.1078
539,02300,Caumont,49.6374,3.173
540,02330,Celles-lès-Condé,49.0158,3.5703
541,02370,Celles-sur-Aisne,49.4135,3.4701
542,02240,Cerizy,49.7667,3.3346
543,02860,Cerny-en-Laonnois,49.4492,3.6803
544,02870,Cerny-lès-Bucy,49.5791,3.5466
545,02220,Cerseuil,49.3259,3.5175
546,02320,Cessières-Suzy,49.5575,3.4817
547,02200,Chacrise,49.3008,3.3964
548,02000,Chaillevois,49.5087,3.5233
549,02270,Chalandry,49.6691,3.6474
550,02000,Chambry,49.5985,3.6719
551,02860,Chamouille,49.4723,3.671
552,02670,Champs,49.538,3.257
553,02340,Chaourse,49.703,3.9837
554,02570,La Chapelle-sur-Chézy,48.9495,3.375
555,02310,Charly-sur-Marne,48.9821,3.2936
556,02850,Le Charmel,49.1106,3.5446
557,02800,Charmes,49.6524,3.3834
558,02400,Chartèves,49.0894,3.504
559,02370,Chassemy,49.3778,3.5046
560,02400,Château-Thierry,49.0556,3.3784
561,02270,Châtillon-lès-Sons,49.7629,3.6986
562,02240,Châtillon-sur-Oise,49.7951,3.4173
563,02160,Chaudardes,49.3968,3.788
564,02200,Chaudun,49.3141,3.2508
565,02300,Chauny,49.6185,3.2192
566,02000,Chavignon,49.4782,3.5155
567,02880,Chavigny,49.4229,3.309
568,02370,Chavonne,49.4081,3.5614
569,02860,Chérêt,49.5147,3.6878
570,02860,Chermizy-Ailles,49.464,3.7196
571,02220,Chéry-Chartreuve,49.2529,3.6081
572,02000,Chéry-lès-Pouilly,49.6479,3.5886
573,02360,Chéry-lès-Rozoy,49.7245,4.1026
574,02250,Chevennes,49.8196,3.7386
575,02000,Chevregny,49.47,3.595
576,02270,Chevresis-Monceau,49.7657,3.5843
577,02810,Chézy-en-Orxois,49.1247,3.1565
578,02570,Chézy-sur-Marne,48.9857,3.3882
579,02400,Chierry,49.0326,3.4321
580,02120,Chigny,49.9291,3.7728
581,02350,Chivres-en-Laonnois,49.6256,3.8576
582,02880,Chivres-Val,49.4048,3.4371
583,02000,Chivy-lès-Étouvelles,49.5334,3.5838
584,02210,Chouy,49.2154,3.2433
585,02130,Cierges,49.1659,3.6022
586,02250,Cilly,49.7473,3.8421
587,02220,Ciry-Salsogne,49.3693,3.4664
588,02000,Clacy-et-Thierret,49.5546,3.5651
589,02260,Clairfontaine,49.969,3.9919
590,02880,Clamecy,49.4274,3.3654
591,02440,Clastres,49.7491,3.228
592,02340,Clermont-les-Fermes,49.6602,3.9448
593,02600,Cœuvres-et-Valsery,49.324,3.1496
594,02210,Coincy,49.1548,3.4331
595,02360,Coingt,49.7928,4.0956
596,02860,Colligis-Crandelain,49.4696,3.628
597,02120,Colonfay,49.8575,3.7117
598,02300,Commenchon,49.6415,3.1488
599,02160,Concevreux,49.3781,3.7828
600,02330,Condé-en-Brie,48.9999,3.5602
601,02370,Condé-sur-Aisne,49.4014,3.4684
602,02190,Condé-sur-Suippe,49.4147,3.9447
603,02700,Condren,49.6332,3.2767
604,02330,Connigis,49.0357,3.532
605,02680,Contescourt,49.7921,3.2343
